KESİNTİ_NO,cagri_count
2336228,23.0
2322077,14.0
2335747,6.0
2317014,4.0
2364627,4.0
2362404,4.0
2317809,24.0
2317556,27.0
2352236,30.0
2316373,5.0
2363024,4.0
2317708,7.0
2343112,8.0
2358561,12.0
2337396,39.0
2320261,26.0
2319977,31.0
2346900,5.0
2362733,4.0
2319827,6.0
2319309,7.0
2320254,4.0
2321426,18.0
2353374,4.0
2362835,3.0
2361641,8.0
2350769,7.0
2322148,7.0
2322437,4.0
2321551,5.0
2333316,4.0
2356129,2.0
2347872,6.0
2340873,4.0
2347436,18.0
2359452,9.0
2350562,4.0
2364770,4.0
2364320,6.0
2358632,6.0
2360082,14.0
2362897,4.0
2343086,7.0
2350921,5.0
2322456,4.0
2351005,10.0
2358821,10.0
2320856,8.0
2341825,3.0
2332737,19.0
2321710,40.0
2322026,48.0
2321559,18.0
2321398,17.0
2357219,6.0
2357236,3.0
2343730,8.0
2357169,10.0
2319957,5.0
2319460,9.0
2339204,4.0
2333280,1.0
2347421,9.0
2341063,6.0
2355012,3.0
2335100,11.0
2364021,6.0
2346524,20.0
2335433,36.0
2350577,5.0
2348943,5.0
2354780,23.0
2346845,6.0
2339537,13.0
2337907,11.0
2341511,12.0
2361422,7.0
2317124,15.0
2321371,5.0
2321409,16.0
2320122,8.0
2350336,49.0
2336606,21.0
2316951,7.0
2336880,6.0
2347054,10.0
2356184,7.0
2357001,9.0
2356892,5.0
2355417,16.0
2338216,4.0
2354032,4.0
2359467,5.0
2347422,13.0
2362268,6.0
2333905,7.0
2364367,9.0
2320157,21.0
2353633,3.0
2321915,7.0
2337757,12.0
2335941,13.0
2358916,5.0
2339399,5.0
2318961,7.0
2340535,38.0
2342939,10.0
2365538,14.0
2353716,26.0
2354542,5.0
2353401,20.0
2365887,5.0
2336305,7.0
2343897,10.0
2319143,10.0
2341631,11.0
2357032,5.0
2342283,5.0
2337103,7.0
2355912,7.0
2354987,9.0
2361108,7.0
2361072,4.0
2361110,8.0
2361112,10.0
2361069,2.0
2355992,10.0
2358169,11.0
2321976,22.0
2322352,35.0
2365180,9.0
2365489,6.0
2365406,8.0
2345699,23.0
2356429,6.0
2358558,16.0
2350918,6.0
2354975,5.0
2358660,15.0
2318641,3.0
2356130,5.0
2358598,25.0
2339967,12.0
2345197,5.0
2354898,5.0
2320406,5.0
2364961,8.0
2359535,9.0
2364599,7.0
2364517,19.0
2355597,6.0
2322084,11.0
2355576,7.0
2349540,4.0
2346711,10.0
2352081,18.0
2359047,6.0
2359605,12.0
2357064,8.0
2338245,11.0
2338191,10.0
2338583,11.0
2344753,6.0
2355723,4.0
2336677,14.0
2353509,7.0
2318297,8.0
2340889,7.0
2356944,2.0
2358237,10.0
2335283,21.0
2345661,8.0
2341044,9.0
2343140,5.0
2359743,6.0
2335929,5.0
2319310,5.0
2317208,24.0
2318692,18.0
2354363,4.0
2316011,10.0
2355209,16.0
2359818,4.0
2344803,4.0
2335637,3.0
2354763,4.0
2349610,5.0
2337042,18.0
2339945,8.0
2364902,14.0
2355715,8.0
2317384,6.0
2316638,3.0
2337028,3.0
2317925,18.0
2358977,2.0
2350662,5.0
2341974,3.0
2338603,4.0
2317589,7.0
2341665,7.0
2357582,6.0
2356522,5.0
2338952,5.0
2338211,3.0
2354683,4.0
2357028,3.0
2360545,3.0
2355048,5.0
2355856,3.0
2354450,6.0
2359675,3.0
2346404,6.0
2358825,5.0
2359043,4.0
2358614,4.0
2358296,3.0
2358223,3.0
2316655,4.0
2333115,3.0
2356314,4.0
2358146,4.0
2336490,6.0
2335652,3.0
2355456,6.0
2363415,5.0
2317980,3.0
2334224,2.0
2365243,5.0
2316630,2.0
2334837,5.0
2365742,6.0
2343587,10.0
2366120,5.0
2356571,7.0
2349509,3.0
2359862,6.0
2352726,8.0
2359895,4.0
2355297,3.0
2365985,4.0
2349635,3.0
2351212,2.0
2320619,9.0
2350889,9.0
2350881,5.0
2349331,7.0
2350474,10.0
2342338,3.0
2363331,3.0
2363511,3.0
2353911,7.0
2339003,4.0
2363724,6.0
2351142,5.0
2352733,5.0
2365187,6.0
2340038,5.0
2339994,2.0
2339748,10.0
2349231,8.0
2320837,4.0
2334774,3.0
2348104,6.0
2361524,5.0
2351022,5.0
2351100,6.0
2355823,3.0
2360060,6.0
2358750,6.0
2359437,5.0
2343208,18.0
2338592,4.0
2349944,6.0
2342076,6.0
2332581,3.0
2360114,5.0
2366130,6.0
2357260,4.0
2342477,6.0
2359069,4.0
2358170,7.0
2358024,18.0
2353254,4.0
2353435,5.0
2357149,5.0
2346146,3.0
2344007,11.0
2346437,5.0
2346585,9.0
2342951,6.0
2346313,8.0
2346022,8.0
2345368,8.0
2342934,7.0
2338580,5.0
2342831,7.0
2344685,3.0
2364224,6.0
2364838,4.0
2343644,7.0
2346909,9.0
2321429,6.0
2364012,6.0
2350413,5.0
2333843,4.0
2320055,5.0
2356585,6.0
2359825,5.0
2362794,4.0
2351667,10.0
2358173,3.0
2359261,8.0
2342891,6.0
2342568,6.0
2344943,6.0
2346228,5.0
2337063,6.0
2353529,8.0
2350441,6.0
2365753,5.0
2360699,3.0
2320255,3.0
2320858,4.0
2334286,3.0
2365691,5.0
2338504,6.0
2355988,6.0
2356669,2.0
2365202,9.0
2354070,15.0
2347540,4.0
2357563,22.0
2364892,31.0
2353807,13.0
2340232,2.0
2365159,3.0
2341881,2.0
2321249,3.0
2341867,3.0
2339915,21.0
2350713,5.0
2358950,2.0
2320705,10.0
2356031,30.0
2317838,57.0
2351685,7.0
2338983,11.0
2354333,19.0
2321269,8.0
2341033,56.0
2333879,8.0
2360376,2.0
2332684,55.0
2362049,17.0
2334428,41.0
2334787,15.0
2315936,16.0
2350764,10.0
2315853,0.0
2357584,120.0
2359228,44.0
2322145,12.0
2317206,17.0
2340775,20.0
2356222,21.0
2342618,3.0
2345021,19.0
2341227,2.0
2338501,41.0
2336005,2.0
2343126,5.0
2350248,3.0
2352238,48.0
2317500,2.0
2337113,7.0
2337677,9.0
2316519,14.0
2358611,4.0
2349828,13.0
2316088,21.0
2316252,3.0
2356093,13.0
2341018,13.0
2348379,2.0
2347025,5.0
2335919,4.0
2316030,3.0
2362060,4.0
2362967,24.0
2347153,76.0
2355113,11.0
2338880,68.0
2345751,297.0
2345419,14.0
2317628,17.0
2343424,50.0
2355555,56.0
2321812,11.0
2356483,10.0
2333041,5.0
2321311,22.0
2343615,3.0
2354553,33.0
2359432,10.0
2346690,21.0
2321375,13.0
2359275,5.0
2347246,39.0
2343311,13.0
2357539,15.0
2358255,41.0
2361448,20.0
2332602,84.0
2354298,14.0
2358039,11.0
2354394,3.0
2357473,4.0
2366092,6.0
2354423,3.0
2346413,7.0
2346872,14.0
2345974,9.0
2346708,7.0
2354972,3.0
2345082,4.0
2348349,13.0
2362296,7.0
2341377,40.0
2361510,3.0
2320035,10.0
2344481,4.0
2320010,1.0
2318521,4.0
2357541,9.0
2356248,7.0
2339148,28.0
2334750,1.0
2363538,17.0
2341041,29.0
2349288,7.0
2342461,4.0
2361978,17.0
2362939,13.0
2319905,12.0
2347851,13.0
2362618,431.0
2336224,15.0
2356574,4.0
2344240,3.0
2357859,147.0
2318422,437.0
2340059,4.0
2340012,2.0
2358062,4.0
2357609,4.0
2333968,10.0
2354138,35.0
2353188,21.0
2321235,3.0
2343455,3.0
2343247,4.0
2357344,3.0
2357638,4.0
2357924,15.0
2353414,15.0
2359873,2.0
2355275,4.0
2338735,2.0
2350156,43.0
2357594,103.0
2332891,2.0
2320108,8.0
2358700,5.0
2363618,6.0
2363666,5.0
2351008,21.0
2365217,21.0
2336668,3.0
2364681,8.0
2320874,4.0
2316436,23.0
2353213,10.0
2343443,9.0
2339737,11.0
2351461,2.0
2334993,7.0
2316888,4.0
2354982,3.0
2360874,5.0
2353321,3.0
2316966,20.0
2356844,5.0
2317496,2.0
2335840,3.0
2365053,70.0
2318637,11.0
2318642,9.0
2318680,1.0
2344542,9.0
2318601,53.0
2352829,42.0
2358201,2.0
2355288,8.0
2360033,7.0
2355244,31.0
2337274,2.0
2345398,98.0
2363853,4.0
2341808,3.0
2362840,8.0
2356686,16.0
2365019,14.0
2365121,71.0
2350572,24.0
2333327,199.0
2356524,42.0
2334320,5.0
2322044,3.0
2362559,24.0
2365312,23.0
2356573,735.0
2361450,42.0
2353638,16.0
2361564,64.0
2355534,21.0
2318835,10.0
2361834,114.0
2365132,28.0
2319387,7.0
2337961,5.0
2340016,9.0
2318633,3.0
2332800,17.0
2343324,12.0
2339247,20.0
2334877,6.0
2343829,6.0
2318048,3.0
2321564,65.0
2341385,3.0
2332869,5.0
2335371,39.0
2351165,10.0
2342027,18.0
2365814,69.0
2361333,27.0
2355814,7.0
2319322,39.0
2340037,5.0
2318656,10.0
2340248,3.0
2340896,2.0
2335660,107.0
2343350,8.0
2339309,26.0
2345353,6.0
2320159,3.0
2349436,0.0
2339304,0.0
2349855,2.0
2319312,0.0
2319736,4.0
2319177,3.0
2341914,24.0
2361984,11.0
2362845,20.0
2345658,116.0
2350791,15.0
2354988,5.0
2332722,6.0
2333164,1.0
2342153,1.0
2319337,4.0
2349866,11.0
2343003,1.0
2349853,3.0
2359137,2.0
2321653,1.0
2347428,4.0
2349854,3.0
2349435,0.0
2338133,2.0
2333892,6.0
2318560,8.0
2362804,1.0
2354258,24.0
2337954,12.0
2345511,20.0
2321982,77.0
2338396,32.0
2339217,3.0
2343294,4.0
2363111,5.0
2345101,0.0
2337114,24.0
2343131,4.0
2337788,3.0
2359962,4.0
2337931,9.0
2336600,11.0
2319237,59.0
2318129,49.0
2319293,39.0
2363677,14.0
2361704,3.0
2358554,2.0
2339895,25.0
2339884,15.0
2354206,4.0
2365935,3.0
2353209,3.0
2338725,11.0
2343469,3.0
2342276,5.0
2351021,7.0
2339241,15.0
2316763,59.0
2320268,2.0
2348577,8.0
2350324,87.0
2354347,0.0
2316338,19.0
2317953,10.0
2322079,8.0
2333778,8.0
2356510,4.0
2345099,1.0
2317851,5.0
2322359,6.0
2341235,9.0
2341761,3.0
2338394,7.0
2332992,5.0
2365384,4.0
2341197,8.0
2365182,8.0
2352477,6.0
2355646,2.0
2355585,4.0
2356913,7.0
2351588,3.0
2356693,2.0
2363527,15.0
2365089,8.0
2359486,12.0
2351622,3.0
2352670,8.0
2359254,21.0
2333903,2.0
2316754,10.0
2340721,5.0
2348071,98.0
2354168,5.0
2344651,3.0
2335330,2.0
2347027,7.0
2322019,7.0
2334812,4.0
2336655,4.0
2335800,2.0
2352201,3.0
2348471,3.0
2361579,5.0
2358870,0.0
2339212,8.0
2359140,9.0
2354408,5.0
2338091,3.0
2354521,20.0
2354160,14.0
2353656,14.0
2362150,3.0
2361705,3.0
2362123,3.0
2362134,5.0
2349234,7.0
2342986,4.0
2343361,8.0
2339514,4.0
2364618,15.0
2341876,4.0
2361277,7.0
2345597,3.0
2361730,2.0
2362131,4.0
2362115,6.0
2342182,2.0
2354554,0.0
2340472,35.0
2343092,5.0
2316789,4.0
2362996,6.0
2351178,6.0
2365611,18.0
2339297,3.0
2354080,6.0
2365874,2.0
2318437,7.0
2319056,18.0
2343486,6.0
2334651,7.0
2339295,0.0
2362697,6.0
2350542,0.0
2317427,1.0
2335806,0.0
2316426,15.0
2342180,1.0
2342200,9.0
2316645,3.0
2355603,9.0
2322388,2.0
2335434,10.0
2347670,3.0
2317315,4.0
2343409,9.0
2320294,1.0
2362393,18.0
2361591,45.0
2322314,21.0
2342292,0.0
2359868,0.0
2320534,4.0
2355410,6.0
2335340,17.0
2347984,17.0
2357222,47.0
2341183,2.0
2341617,19.0
2337962,15.0
2337294,10.0
2334340,25.0
2349811,1.0
2359489,9.0
2360007,11.0
2341126,20.0
2341246,9.0
2346222,67.0
2357400,9.0
2353084,11.0
2345474,18.0
2355070,9.0
2355213,4.0
2344239,9.0
2359348,73.0
2336549,48.0
2349909,71.0
2316491,5.0
2319876,7.0
2316346,10.0
2346905,28.0
2361969,12.0
2339151,18.0
2343396,8.0
2357259,9.0
2344000,9.0
2340111,4.0
2347771,15.0
2335900,6.0
2348653,13.0
2355502,9.0
2347567,5.0
2343842,20.0
2340416,32.0
2340996,8.0
2321585,11.0
2347868,7.0
2346645,23.0
2317160,43.0
2337806,33.0
2363953,8.0
2348485,20.0
2351525,17.0
2349878,14.0
2317755,56.0
2318683,9.0
2356480,7.0
2365303,7.0
2349474,13.0
2334739,16.0
2352266,21.0
2365592,18.0
2335439,2.0
2348584,15.0
2349609,43.0
2348630,28.0
2344152,26.0
2337949,23.0
2351978,6.0
2322245,8.0
2346657,50.0
2318073,11.0
2317057,271.0
2353054,3.0
2334648,7.0
2320024,17.0
2358823,24.0
2320224,5.0
2335788,7.0
2337752,3.0
2322197,2.0
2334358,3.0
2345440,35.0
2351171,4.0
2349237,8.0
2334611,4.0
2337681,4.0
2362812,16.0
2334996,4.0
2320937,15.0
2335793,0.0
2336008,21.0
2347760,4.0
2319695,4.0
2335400,5.0
2335280,57.0
2350368,25.0
2339677,7.0
2364252,3.0
2320282,6.0
2342878,9.0
2318688,12.0
2344197,7.0
2317076,53.0
2334687,12.0
2342796,17.0
2357324,6.0
2339369,23.0
2345730,6.0
2337030,6.0
2336009,5.0
2360073,6.0
2355074,5.0
2342192,0.0
2349851,15.0
2363928,4.0
2317616,6.0
2338503,6.0
2350093,8.0
2318708,6.0
2362029,6.0
2353302,11.0
2362280,6.0
2361321,9.0
2339692,18.0
2317296,6.0
2340652,5.0
2336726,5.0
2351706,53.0
2317045,28.0
2363803,11.0
2350501,5.0
2360023,14.0
2346944,7.0
2354060,15.0
2343591,7.0
2320921,6.0
2319904,5.0
2333029,7.0
2339167,7.0
2344267,7.0
2356778,6.0
2335039,6.0
2343820,4.0
2350567,7.0
2359833,17.0
2341755,7.0
2352428,18.0
2342372,4.0
2354417,7.0
2338749,5.0
2341796,7.0
2333554,8.0
2318171,14.0
2344204,12.0
2341951,20.0
2345366,57.0
2320183,59.0
2356679,20.0
2337851,5.0
2340131,3.0
2336872,3.0
2336522,4.0
2334063,4.0
2322283,3.0
2340546,19.0
2341219,28.0
2320093,45.0
2340588,34.0
2334246,31.0
2358075,6.0
2347649,7.0
2347550,4.0
2341715,7.0
2334247,6.0
2337964,9.0
2354989,5.0
2358652,3.0
2362727,3.0
2321517,1.0
2317313,3.0
2320291,4.0
2338610,1.0
2317819,5.0
2343847,3.0
2358771,7.0
2355120,3.0
2341754,2.0
2337079,5.0
2345069,3.0
2339407,2.0
2341868,2.0
2319898,2.0
2321931,6.0
2317133,6.0
2361975,3.0
2342295,3.0
2349470,3.0
2335428,2.0
2341115,5.0
2353737,3.0
2346745,9.0
2318492,6.0
2316085,2.0
2343377,2.0
2351227,4.0
2344810,6.0
2346887,10.0
2343430,5.0
2351768,6.0
2362859,6.0
2321282,5.0
2352809,15.0
2350536,8.0
2335414,12.0
2334229,28.0
2335557,10.0
2321217,16.0
2345287,12.0
2318145,12.0
2344700,6.0
2334945,4.0
2354236,3.0
2321489,6.0
2317022,3.0
2332749,0.0
2346857,0.0
2359339,11.0
2347440,18.0
2342398,3.0
2361820,3.0
2334748,3.0
2347309,5.0
2342245,2.0
2341997,0.0
2352811,56.0
2342475,6.0
2353063,6.0
2338506,46.0
2354098,10.0
2341981,3.0
2344734,3.0
2345124,3.0
2354006,4.0
2352402,2.0
2353927,6.0
2359572,2.0
2349552,3.0
2357296,3.0
2358940,3.0
2322184,2.0
2321689,2.0
2339252,11.0
2342837,9.0
2362028,8.0
2346763,33.0
2335606,2.0
2319856,11.0
2345059,0.0
2315833,3.0
2352415,0.0
2343585,7.0
2316439,24.0
2316376,9.0
2338551,7.0
2345975,4.0
2352917,5.0
2341054,3.0
2364736,3.0
2349899,4.0
2359425,1.0
2342480,3.0
2353485,0.0
2339055,0.0
2332944,3.0
2349982,17.0
2365536,2.0
2342875,0.0
2317532,3.0
2317383,3.0
2357572,4.0
2319563,2.0
2336420,3.0
2320718,20.0
2339342,3.0
2339763,3.0
2342629,0.0
2336405,0.0
2349081,4.0
2346552,56.0
2343055,4.0
2336486,4.0
2342559,6.0
2342444,6.0
2318493,4.0
2317613,3.0
2320797,7.0
2343022,5.0
2319671,4.0
2343387,7.0
2341086,5.0
2353512,6.0
2318541,5.0
2343029,18.0
2344377,6.0
2347180,31.0
2322021,23.0
2333977,17.0
2317775,0.0
2351504,7.0
2341993,2.0
2353144,3.0
2343458,3.0
2339058,3.0
2344716,3.0
2336330,2.0
2338688,3.0
2338579,20.0
2339196,4.0
2348012,5.0
2319789,5.0
2350454,6.0
2355289,3.0
2351614,6.0
2358069,3.0
2354227,5.0
2346565,6.0
2317714,4.0
2344053,7.0
2364624,3.0
2332723,3.0
2336637,0.0
2362351,3.0
2346429,4.0
2356719,3.0
2342744,2.0
2345529,2.0
2363217,3.0
2342880,3.0
2316348,12.0
2343491,9.0
2355002,5.0
2342505,7.0
2318931,27.0
2335075,91.0
2345455,3.0
2334452,2.0
2361383,3.0
2335497,2.0
2318992,2.0
2334399,2.0
2342018,3.0
2343838,5.0
2346654,4.0
2337532,9.0
2320722,5.0
2355908,4.0
2352498,6.0
2355807,3.0
2363307,2.0
2316899,2.0
2344852,14.0
2343233,4.0
2350611,2.0
2347346,7.0
2321747,8.0
2349884,8.0
2317222,4.0
2347469,8.0
2338518,7.0
2346632,6.0
2319277,4.0
2322023,3.0
2353496,3.0
2343851,4.0
2338298,4.0
2322226,4.0
2342371,5.0
2342570,4.0
2320684,6.0
2351617,18.0
2354111,3.0
2342583,9.0
2350051,3.0
2345098,3.0
2317995,6.0
2332610,0.0
2363761,24.0
2333649,8.0
2348098,9.0
2347467,6.0
2319321,11.0
2358364,8.0
2358461,4.0
2338763,2.0
2343622,0.0
2336140,0.0
2334133,30.0
2342988,5.0
2333852,0.0
2350657,4.0
2340674,7.0
2344681,11.0
2362883,16.0
2353850,10.0
2346124,9.0
2336860,8.0
2341902,8.0
2346243,4.0
2333404,18.0
2337975,30.0
2335360,40.0
2347728,52.0
2348439,57.0
2333862,8.0
2335739,4.0
2319217,33.0
2321512,3.0
2353067,14.0
2353145,14.0
2344126,8.0
2333717,16.0
2321778,0.0
2361267,0.0
2345217,0.0
2354245,0.0
2360322,4.0
2337715,11.0
2354432,10.0
2316189,7.0
2351595,9.0
2359311,8.0
2343653,6.0
2343378,4.0
2349812,8.0
2363615,4.0
2363313,4.0
2315866,2.0
2334244,3.0
2365330,8.0
2363425,4.0
2340712,4.0
2335144,5.0
2338381,13.0
2334117,46.0
2357677,12.0
2364348,2.0
2340911,9.0
2321043,4.0
2335318,4.0
2359265,3.0
2357824,2.0
2349561,6.0
2341929,49.0
2351879,3.0
2345441,4.0
2317272,2.0
2316795,3.0
2335789,3.0
2343533,14.0
2364709,5.0
2339116,9.0
2340144,0.0
2358657,1.0
2357544,5.0
2334971,5.0
2315930,4.0
2320197,8.0
2338654,6.0
2350961,5.0
2334556,4.0
2356473,10.0
2351524,3.0
2338383,3.0
2319251,7.0
2334567,6.0
2354441,3.0
2321545,8.0
2346229,3.0
2365730,5.0
2351257,4.0
2340090,3.0
2345444,4.0
2319948,3.0
2316779,11.0
2320904,6.0
2351625,7.0
2340087,3.0
2320279,5.0
2343550,4.0
2343248,4.0
2338024,6.0
2346299,4.0
2320259,2.0
2363093,8.0
2318134,5.0
2336941,3.0
2335066,5.0
2358539,3.0
2335572,3.0
2356252,3.0
2342443,6.0
2334756,3.0
2316315,4.0
2349427,3.0
2350576,6.0
2349486,3.0
2361822,3.0
2338833,3.0
2344501,6.0
2344330,6.0
2344947,4.0
2358778,7.0
2359051,3.0
2345060,4.0
2364703,5.0
2322192,4.0
2362189,5.0
2348646,8.0
2341389,3.0
2333073,3.0
2348294,22.0
2320023,2.0
2356498,7.0
2353819,6.0
2340744,3.0
2343471,4.0
2350543,4.0
2345746,7.0
2350109,3.0
2335984,5.0
2346869,5.0
2336163,3.0
2348075,5.0
2361311,3.0
2320522,5.0
2354422,14.0
2348366,5.0
2340351,3.0
2334844,4.0
2358159,4.0
2356188,3.0
2352288,15.0
2320895,2.0
2322001,3.0
2321405,5.0
2342764,3.0
2351921,2.0
2342801,5.0
2339700,3.0
2341856,3.0
2352794,1.0
2338964,34.0
2335809,26.0
2345721,19.0
2345614,15.0
2338318,15.0
2345539,6.0
2355427,18.0
2348913,1.0
2343445,5.0
2348672,11.0
2350391,28.0
2319862,3.0
2337591,3.0
2360687,2.0
2358792,5.0
2340183,2.0
2346765,6.0
2358016,11.0
2364952,3.0
2317387,5.0
2361126,4.0
2346596,4.0
2317911,5.0
2339855,4.0
2340907,3.0
2315920,3.0
2318528,7.0
2334570,3.0
2334277,7.0
2320269,8.0
2332843,7.0
2336417,14.0
2334175,20.0
2320032,7.0
2336859,5.0
2356059,6.0
2348180,8.0
2320237,5.0
2334107,3.0
2343513,4.0
2337024,7.0
2337847,7.0
2344595,7.0
2318486,7.0
2321220,4.0
2348861,4.0
2337300,5.0
2317709,19.0
2364386,3.0
2357602,5.0
2332860,18.0
2340613,33.0
2337333,5.0
2334069,3.0
2321707,4.0
2339082,5.0
2340441,5.0
2319764,6.0
2347738,3.0
2350456,40.0
2332840,8.0
2335463,5.0
2336043,10.0
2354036,6.0
2364304,4.0
2332687,3.0
2345628,4.0
2349446,4.0
2366011,7.0
2335383,4.0
2342912,5.0
2316431,4.0
2363446,4.0
2344095,5.0
2348631,5.0
2351812,4.0
2349185,5.0
2350068,6.0
2349476,4.0
2350970,5.0
2345513,4.0
2351222,4.0
2356305,4.0
2341056,6.0
2342408,5.0
2334564,4.0
2333995,2.0
2332798,13.0
2335377,14.0
2355594,11.0
2342996,9.0
2361138,13.0
2320295,5.0
2340785,4.0
2318307,5.0
2352922,277.0
2317637,25.0
2322209,11.0
2352924,49.0
2358889,10.0
2363667,36.0
2317671,17.0
2355816,5.0
2362738,5.0
2361192,5.0
2348649,10.0
2348622,12.0
2334730,31.0
2332558,133.0
2355247,30.0
2353002,13.0
2352206,38.0
2361670,10.0
2363602,9.0
2318032,29.0
2320154,21.0
2360188,11.0
2318831,11.0
2333061,12.0
2338078,14.0
2355846,6.0
2360949,15.0
2316488,14.0
2321903,4.0
2320202,4.0
2349745,5.0
2334184,4.0
2346851,2.0
2347818,3.0
2347311,5.0
2362836,2.0
2358711,4.0
2361377,2.0
2360051,5.0
2359496,4.0
2355582,3.0
2356576,3.0
2346187,2.0
2343129,2.0
2336564,3.0
2362975,2.0
2317254,3.0
2347472,4.0
2317248,4.0
2338804,3.0
2348023,4.0
2348272,7.0
2352999,4.0
2345454,3.0
2320074,2.0
2344871,8.0
2346461,6.0
2348834,5.0
2350393,4.0
2339926,4.0
2321427,4.0
2342049,6.0
2341374,4.0
2341481,3.0
2350568,3.0
2350698,5.0
2365976,3.0
2348671,4.0
2346926,5.0
2338820,2.0
2332745,3.0
2339014,3.0
2340795,6.0
2342432,2.0
2364413,6.0
2345724,5.0
2345881,5.0
2361626,6.0
2337022,2.0
2339964,4.0
2316230,5.0
2358690,5.0
2333825,4.0
2340748,3.0
2346635,4.0
2365234,4.0
2317056,3.0
2354872,5.0
2361649,15.0
2359474,4.0
2333033,3.0
2364591,4.0
2364561,8.0
2321975,2.0
2342894,3.0
2340492,3.0
2318305,3.0
2318606,4.0
2355500,1.0
2361102,7.0
2317932,3.0
2351986,2.0
2344824,4.0
2334202,6.0
2334575,3.0
2351569,3.0
2336776,2.0
2356549,5.0
2320539,2.0
2339995,3.0
2360975,2.0
2321055,3.0
2340169,3.0
2317962,1.0
2333925,2.0
2357139,4.0
2343769,4.0
2363948,2.0
2343032,5.0
2317105,2.0
2342701,2.0
2341152,6.0
2358696,8.0
2351683,4.0
2345785,8.0
2320169,4.0
2341607,2.0
2357986,5.0
2338815,8.0
2349809,3.0
2318268,7.0
2334659,4.0
2333402,4.0
2351934,4.0
2340424,4.0
2336956,4.0
2320579,4.0
2334986,5.0
2319246,7.0
2345262,5.0
2346915,10.0
2359859,9.0
2355580,4.0
2362267,22.0
2357477,4.0
2337009,3.0
2340027,4.0
2347681,2.0
2341031,3.0
2360850,4.0
2357179,9.0
2361037,4.0
2361123,3.0
2318547,25.0
2343506,18.0
2340784,3.0
2345151,1.0
2341804,5.0
2339122,5.0
2333766,8.0
2320234,4.0
2351430,3.0
2346253,3.0
2316983,2.0
2365127,4.0
2348245,4.0
2348268,3.0
2354781,10.0
2360523,7.0
2365573,7.0
2344143,4.0
2334160,3.0
2319421,3.0
2365508,5.0
2320867,2.0
2336756,2.0
2321534,8.0
2352456,3.0
2345963,2.0
2319575,7.0
2316217,3.0
2345380,4.0
2359503,4.0
2322454,5.0
2344639,4.0
2344408,6.0
2334402,5.0
2352908,4.0
2343819,3.0
2351665,4.0
2334482,3.0
2361409,3.0
2362961,7.0
2342723,2.0
2343508,4.0
2357073,3.0
2345727,3.0
2319999,4.0
2347679,2.0
2359405,4.0
2341605,3.0
2358659,2.0
2344050,3.0
2341956,9.0
2320617,7.0
2343978,4.0
2321727,5.0
2342050,3.0
2335971,2.0
2339712,2.0
2338554,3.0
2338449,3.0
2337636,3.0
2347321,3.0
2317902,6.0
2336142,3.0
2345720,15.0
2347705,3.0
2347777,7.0
2347290,5.0
2332855,4.0
2344893,4.0
2319327,4.0
2338839,4.0
2346777,11.0
2362823,5.0
2346072,10.0
2345370,24.0
2357726,11.0
2354865,2.0
2351721,4.0
2317402,7.0
2339718,2.0
2332639,5.0
2343188,6.0
2359024,4.0
2344834,3.0
2318089,2.0
2352019,4.0
2342648,5.0
2358005,5.0
2333604,4.0
2359575,3.0
2353534,4.0
2352011,16.0
2351626,17.0
2357490,14.0
2341802,2.0
2338999,3.0
2337490,2.0
2357348,5.0
2342564,6.0
2361672,6.0
2339214,6.0
2351342,3.0
2334020,2.0
2339242,7.0
2355408,3.0
2333854,13.0
2340696,3.0
2340764,6.0
2334524,2.0
2363568,3.0
2365621,3.0
2365803,2.0
2342782,9.0
2341263,4.0
2318841,2.0
2340284,2.0
2336807,2.0
2345687,5.0
2344978,6.0
2337760,3.0
2358409,13.0
2360983,4.0
2360127,2.0
2333936,6.0
2364966,8.0
2365579,4.0
2319661,3.0
2339874,6.0
2352762,5.0
2358036,2.0
2339859,3.0
2347223,3.0
2356062,4.0
2345377,6.0
2319690,5.0
2349753,2.0
2317209,9.0
2337687,12.0
2359580,3.0
2337561,5.0
2357514,4.0
2340759,3.0
2345279,6.0
2354049,8.0
2344687,3.0
2336952,2.0
2345909,6.0
2338354,3.0
2319746,4.0
2317933,3.0
2342838,2.0
2362902,3.0
2357510,4.0
2336266,3.0
2347799,2.0
2332834,3.0
2347407,4.0
2360012,3.0
2346439,3.0
2348612,3.0
2339812,3.0
2319947,9.0
2347714,3.0
2352488,4.0
2338513,5.0
2356843,3.0
2365898,4.0
2364270,14.0
2358816,6.0
2317826,3.0
2362392,2.0
2350715,4.0
2359705,2.0
2319619,3.0
2321813,4.0
2345269,7.0
2333691,4.0
2359373,4.0
2365743,5.0
2354532,6.0
2347409,7.0
2348426,4.0
2321774,3.0
2342785,2.0
2361134,3.0
2333665,4.0
2360593,3.0
2342728,3.0
2335054,5.0
2360025,6.0
2337336,3.0
2338895,4.0
2343805,4.0
2337255,2.0
2338539,12.0
2342141,12.0
2356321,10.0
2358084,10.0
2359941,14.0
2358287,5.0
2345157,13.0
2358451,7.0
2345483,3.0
2354100,4.0
2363671,3.0
2355392,10.0
2354737,5.0
2316636,4.0
2335195,4.0
2343507,2.0
2357591,4.0
2360174,3.0
2322207,3.0
2339983,2.0
2352557,0.0
2344149,8.0
2336110,3.0
2341436,2.0
2340230,2.0
2362848,2.0
2333704,3.0
2365431,3.0
2345585,10.0
2353208,3.0
2337731,2.0
2352518,1.0
